"Filename",203_1.mzML,206_1.mzML,205_1.mzML,203_2.mzML,205_2.mzML,206_2.mzML,202_3.mzML,203_3.mzML,208_2.mzML,207_2.mzML,209_2.mzML,211_1.mzML,210_1.mzML,209_1.mzML,202_1.mzML,207_1.mzML,212_1.mzML,212_2.mzML,211_2.mzML,208_1.mzML,213_1.mzML,213_3.mzML,210_2.mzML,204_1.mzML,202_2.mzML,213_2.mzML,204_2.mzML
219/349.1407mz/1.62min,,,,,,,,,,186690.125,,,,,,,81810.3515625,,,,,,,286404.25,217768.890625,,
220/417.2142mz/1.62min,,,,,,,,,422863.78125,,,,,,,,,,,294541.375,,,,,,,
222/179.0707mz/1.67min,,240818.796875,236495.515625,,271028.84375,,,,321295.5,383477.5625,,197544.6875,,,,350397.625,,,215805.5625,313028.96875,266371.75,339813.53125,,,,99609.75,
223/515.7754mz/1.67min,,,,,,,794334.0,,,,,,,,2407548.0,,,,,,,,,980312.3125,,,
226/Spectral Match to L-Tyrosine from NIST14 [IIN-based on: CCMSLIB00003137613]/136.0760mz/1.68min,1169688.75,640175.8125,376589.5625,1027298.625,513110.5625,644662.4375,284326.5625,977753.5,594399.625,881100.1875,557467.625,509620.375,466812.46875,599405.125,,555879.75,493192.125,138975.8125,476271.96875,526654.3125,486160.71875,388285.8125,483994.875,322327.25,,184528.515625,
227/469.1715mz/1.69min,246340.5,232213.46875,,428321.4375,,243917.171875,,,211236.0,301374.875,239045.984375,,261202.09375,196282.03125,,184023.28125,276973.34375,,148532.78125,,225964.0625,156070.03125,284908.0,536352.75,615377.5,,766011.8125
228/491.1537mz/1.69min,548036.25,454024.21875,432397.46875,837482.0,462048.71875,373196.65625,321478.625,418792.09375,421261.75,,509161.03125,346251.0625,459973.34375,442347.4375,393138.28125,356218.53125,444473.9375,514631.21875,363517.34375,307585.9375,454265.4375,421041.8125,478940.46875,671368.5625,621188.6875,493422.8125,706262.9375
229/601.3213mz/1.69min,,,,,,,,,333034.125,,,,,,,,,,,342564.1875,,,,,,,
230/508.7857mz/1.72min,,,,364390.90625,,,585902.375,,,,,,,,3752299.25,,,,,,,,,,,,
231/162.0554mz/1.74min,244424.265625,,,320531.03125,192459.453125,60032.35546875,,,,200727.78125,233325.1875,,252536.96875,228467.0,,,246935.796875,,,,262281.6875,232650.59375,,378631.90625,970001.875,112842.5859375,1093010.25
233/856.4433mz/1.76min,,,,,,,853984.75,,,,,,,,1171320.375,,,,,,,,,,,,
234/128.1072mz/1.77min,,,,,,,,,,514552.6875,,,,,,136905.5,,,,245063.234375,,,,,,,
235/Spectral Match to Saponarin from NIST14/595.1674mz/1.77min,,,,,98682.3828125,125230.640625,,,,239191.171875,,,,,,,143976.09375,,,,,,,,145712.359375,,
236/658.3390mz/1.78min,,,,,,,,,400137.65625,,,,,,,,,,,399412.9375,,,,,,,
240/FERULATE/177.0551mz/1.85min,,257647.15625,,,,257998.78125,576437.1875,,,,,,304064.34375,,696867.875,,,,200311.796875,,,,336547.65625,611936.8125,,,
"243/""NCGC00384535-01!8-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]-7-hydroxy-2-(4-hydroxyphenyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one""/741.2255mz/1.86min",254564.984375,359740.84375,194453.953125,414855.40625,350521.1875,340684.1875,,,330609.9375,465744.5625,333936.84375,254254.15625,286484.25,314410.03125,504784.40625,281380.9375,347233.59375,,267037.625,227888.09375,313223.71875,250810.75,329164.84375,549604.4375,404418.40625,123691.3984375,413326.53125
244/518.2380mz/1.87min,,,,,,,586576.75,,,,,,,,637786.9375,,,,,,,,,,,,
245/489.3058mz/1.87min,,,,,,,,,,,,,248570.375,,,,,,,,,,373864.0,,,,
247/467.3238mz/1.88min,,,,,,,,,,,,,284749.03125,,,,,,,,,,362897.125,303085.1875,,,
248/997.5213mz/1.88min,,,,974856.5,,,4758618.5,,,,,,,,5034151.0,,,,,,,,,2039438.625,,,
"249/""""""3,5-DIMETHOXYPHENOL""""""/155.0706mz/1.89min",303542.375,291904.4375,,387732.1875,330392.8125,253760.453125,,195030.6875,263894.15625,274979.03125,234547.71875,,,213346.390625,,236706.234375,336363.78125,102367.328125,,225508.890625,285468.84375,311251.3125,254287.609375,,467440.34375,,629968.8125
250/499.2645mz/1.89min,,,,1208710.125,,,6358943.0,,,,,,,,6094933.0,,,,,,,,,2815428.0,,,
252/306.0113mz/1.91min,,,,,,,,,,,,,,,,,,,,,,,,,785065.8125,,1120552.625
253/Cyclo(Leu-Pro)/211.1444mz/1.91min,6026323.0,2932496.75,2553591.75,7186493.0,3276381.0,3133251.0,1663049.25,4616067.5,3082118.25,3584808.0,3255577.0,2567033.25,3599195.5,3189485.75,1698789.125,2945665.25,3047924.5,1333576.25,2823987.5,2692942.25,2866849.0,2458754.5,3695261.5,3420947.75,4089329.25,1614748.25,4819681.5
254/401.1601mz/1.93min,,,,,,,,,,,,,,,,,,,,,,,,,774024.4375,,941473.25
257/566.1599mz/1.96min,591583.0625,694550.625,336215.375,,729571.5,649162.0,490094.34375,299710.84375,509567.5,814317.375,573830.8125,437331.25,499236.34375,606288.625,694048.25,508879.875,682647.25,150757.703125,488010.28125,363076.09375,614967.25,569986.375,456111.5625,792890.375,797067.375,249843.375,746071.75
258/Isoshaftoside/565.1564mz/1.96min,2586206.75,2829503.5,1576973.75,3314314.5,2893154.0,2658261.75,2354777.5,1752654.625,2205274.75,3482263.5,2490337.5,2087027.75,2187416.0,2405252.75,3027433.25,2126824.75,2691503.75,897763.6875,2123979.5,1755457.875,2587982.75,2327000.5,1997873.25,3270535.25,3105163.0,1207513.875,3111939.25
261/170.0968mz/1.96min,782792.1875,573172.75,378722.125,939724.3125,647227.4375,,,,,668401.125,444811.28125,,,438787.125,,443910.3125,,181624.390625,,,,,268525.03125,,,,
263/128.1072mz/1.97min,,112718.71875,,,,,,,,731921.9375,,205862.09375,,,,,,,,304586.875,,,,,,,
264/158.0967mz/1.97min,542573.375,386314.40625,236774.21875,588093.1875,446776.21875,381490.84375,,431490.8125,262252.625,462229.65625,288976.21875,222873.984375,,254935.796875,,279258.4375,275898.84375,,290512.59375,,320160.8125,311873.40625,155275.28125,,,170530.890625,
"265/""2-Methyl-1,2,3,4-tetrahydro-beta-carboline""/187.1233mz/1.98min",332749.3125,237087.71875,,453636.28125,307782.9375,220194.5625,,129645.453125,,305906.46875,,,,,,,175168.828125,,,,,194111.46875,,,,,
267/Spectral Match to Decaethylene glycol from NIST14 [IIN-based: Match]/459.2811mz/1.99min,,,,,,,,,,,,,,,,,,,,,,,,,463142.5,,653617.75
269/477.3089mz/2.00min,,,,,,,,,,,,,,,,,,,,,,,133624.4375,,757023.8125,,
270/170.0968mz/2.00min,,,,,,590870.1875,,577726.1875,422494.34375,,,368792.25,302355.96875,,,,454987.03125,,446951.65625,361374.6875,496414.0625,498604.34375,,,107688.828125,295242.125,136178.25
271/Spectral Match to Decaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003135910]/476.3034mz/2.00min,,,,,,,638937.0,,,,,,,,,,,,,,572767.75,,,,,,
272/481.2629mz/2.01min,160118.234375,,,,,18183.91796875,253099.734375,,131580.671875,254795.734375,,,284527.5625,,,,225283.859375,,,,122828.4609375,,308514.8125,,535626.8125,,690820.625
274/Spectral Match to Decaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003135910]/476.3072mz/2.01min,,566913.6875,,609126.0,228002.46875,,,385310.53125,,,593885.1875,583577.25,,503805.4375,596141.1875,,841625.75,495819.75,,633551.0,,562285.8125,854401.6875,2424739.0,3703644.5,518389.46875,4889052.0
275/566.2998mz/2.04min,,,,,,,1680972.25,,,,,,,,2038051.375,,,,,,,,,954828.25,,,
276/566.8011mz/2.04min,,,,,,,954241.625,,,,,,,,1171766.875,,,,,,,,,503739.875,,,
277/307.1158mz/2.04min,287292.09375,254736.5625,318810.78125,373997.5,363751.15625,246312.328125,,179254.703125,277494.21875,213350.640625,431718.96875,,,373143.5625,,,,295639.0625,,279112.34375,260446.5,287831.15625,,,,338224.4375,
278/332.2188mz/2.09min,111908.9296875,102645.0,,,,,,215740.796875,,,264957.375,,,276813.0625,,283018.4375,202975.5,,,162519.078125,411462.03125,424184.53125,,,,133005.515625,
280/787.4224mz/2.14min,,,,261360.109375,,,1380562.875,,188368.0625,,,,,,3587345.25,,,,,,,,,1801375.75,,,
281/385.2087mz/2.14min,,,,,,,,,,,,,,,624552.0625,,,,,,,,,267917.4375,,,
282/413.1876mz/2.14min,,,,,,,,,,,,,,,466619.40625,,,,,,,,,243211.53125,,,
283/595.1673mz/2.16min,,383605.84375,,346652.0,385352.875,280013.5,,,,382953.53125,171666.90625,,,,,,297103.5625,,,,,,,,,,
284/503.7649mz/2.16min,,,174085.1875,,,,,,387696.5625,,,,,,,229009.90625,,,192902.828125,300264.15625,,,,,,,
286/Spectral Match to Phe-Leu from NIST14/279.1711mz/2.18min,,,,,,,1074399.25,,,,,,,,469483.40625,,,,,,,,,429586.0,,,
287/249.1125mz/2.21min,593465.9375,547750.6875,,969428.3125,547154.6875,522289.375,1141194.5,,,633959.875,,191231.453125,648628.0625,177635.046875,1271410.625,,,,,,,,648257.375,1141175.75,,,
288/Swertiajaponin/463.1246mz/2.22min,217316.65625,315737.09375,,373703.46875,232066.953125,187657.546875,466949.4375,,,320867.0,204124.40625,,193827.109375,203347.03125,453293.84375,,240672.328125,,,,247256.34375,226023.140625,,273557.1875,309554.25,,228592.5625
289/167.0706mz/2.22min,,,,,,,,,,,,,,,,,,,,,,,,,453217.5,,466225.625
290/158.1179mz/2.23min,,413210.0,221564.46875,,,445182.71875,,,380323.96875,846435.6875,369136.0625,394648.96875,,443788.21875,,521687.875,,,443667.09375,488850.875,,,,,,,
291/213.1127mz/2.24min,,,,,,,,,,,,,,,,,,,,,,,,,196867.0625,,232848.109375
296/1098.5694mz/2.27min,,,,142525.078125,,,2425426.0,,,,,,,,1406005.375,,,,,,,,,653861.0,,,
300/549.7886mz/2.29min,,,,666715.5625,,,5549071.0,,,,,,358991.1875,,3293780.0,,,,,,,,344161.90625,1721887.875,,,
301/Isoshaftoside/565.1564mz/2.29min,,,,,,,,,,,,185852.0,187335.421875,,350905.5625,,404626.09375,,,,,,176766.15625,,,,546553.5625
302/235.0605mz/2.32min,,196405.015625,,238655.40625,,,,191644.09375,,,,,215439.71875,185601.390625,,,211932.53125,,,,194901.921875,281111.375,168709.15625,,,,
303/249.1125mz/2.34min,,,,,,,,209176.25,,,,,,226168.125,,,432819.8125,,,,,,,,,,
304/787.4226mz/2.37min,,,,,,,,,445498.96875,,,,,,,,,,,402948.875,,,,,,,
305/177.0226mz/2.40min,,253033.515625,,,235951.34375,,,258352.890625,,,264130.28125,,196830.953125,215030.5,,279412.0,,,,,,,,,,,
307/448.7649mz/2.42min,,287658.21875,497631.5,,,354632.03125,1084974.375,,1767559.125,,,573628.1875,,,1906493.125,599934.125,212857.46875,,655022.6875,,,,,1334805.375,,,
308/607.2383mz/2.42min,,182656.234375,,,204421.015625,178517.359375,419942.5625,,,,,,,,493542.71875,,,,144326.484375,,,,,334483.46875,,,
310/167.0706mz/2.43min,529006.8125,308760.125,182611.765625,643498.375,380569.15625,305337.1875,,338165.625,280696.71875,418941.625,451042.84375,194306.203125,497661.21875,455562.84375,,279367.6875,491310.375,,257656.09375,,497151.375,415907.4375,532062.125,,,222971.46875,
311/327.1567mz/2.43min,,185758.203125,,,,166236.296875,,,,,,,,,,,,,,,,,,,,,
"314/""""""3,4,5-Trimethoxyphenol CollisionEnergy:102040""""""/185.0812mz/2.45min",1119121.5,902163.75,730111.0,1356700.625,1071292.25,803815.6875,,842633.3125,978496.75,1042699.6875,1036341.125,749597.4375,779453.0,1034278.75,,853661.375,1078728.875,424466.75,767639.5,771289.4375,1086657.625,969808.0625,752980.5625,992965.125,1889547.625,584074.625,2650005.5
315/146.0603mz/2.46min,,,,,,,,,,,,,,,,,,,,,,,,,359161.03125,,491796.71875
321/346.2132mz/2.48min,,,,,,,,,,,,,,,,,,,,,,,,,326833.09375,,270984.15625
324/Spectral Match to Undecaethylene glycol from NIST14 [IIN-based: Match]/503.3071mz/2.51min,,,,,,,,,,,,,,,,,,,,,,,,,324126.0625,,380754.96875
325/341.2191mz/2.51min,,,,,,,,,683720.875,,,270124.53125,,,,,,,358647.15625,496821.46875,,,,,,,
326/Spectral Match to Undecaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003138750]/520.3337mz/2.52min,777559.625,545125.625,742588.25,945861.25,636937.875,567391.0,1332907.875,416685.34375,590175.6875,710041.9375,462211.75,585217.25,915073.0625,433489.9375,634911.625,607403.6875,844189.1875,588869.0,591879.3125,572096.125,858982.625,570914.375,966598.25,2081445.25,3437218.75,590099.9375,4038029.0
327/525.2891mz/2.52min,,,43748.515625,,80576.6015625,,252068.765625,,,46398.6328125,,,,,,,,,,,,,210476.359375,446277.78125,723738.0,,923979.0625
328/257.1864mz/2.54min,,,,,,,,,919277.625,,,,,,,,,,,774955.8125,,,,,,,
329/401.1600mz/2.55min,454018.3125,307756.59375,,627804.625,337002.375,267856.1875,,293551.09375,,360946.59375,366413.3125,,368391.0,355773.125,,252194.890625,472834.3125,106287.6015625,,,505397.59375,439419.84375,300831.90625,1397712.75,1650330.875,247408.53125,2200640.25
330/PHENYLALANINE/166.0866mz/2.55min,409705.0625,,,234674.8125,188714.0,,,345541.53125,,299441.53125,,,,,,,,,,,,,,,,,
331/2-Amino-1-phenylethanol CollisionEnergy:102040/120.0809mz/2.55min,790036.0625,437137.9375,111115.078125,524391.9375,393656.375,457924.75,,660410.0625,434897.3125,572142.125,,246395.0625,323205.65625,,,214734.234375,278524.5,,281131.15625,386056.3125,171069.015625,,261829.0625,,,,
332/162.0916mz/2.56min,262498.46875,,,,,,,190746.84375,,,,,,,,,,,,,,,,,,,
335/373.2341mz/2.57min,281818.71875,455607.0625,542995.75,951198.125,376854.4375,637964.0,1446056.375,309117.3125,577327.6875,448759.875,315713.40625,518471.5,1797150.375,366735.90625,1792829.0,724487.0625,353198.8125,,452241.1875,444981.9375,304374.78125,155829.140625,2123677.0,330220.40625,259358.078125,,
336/475.1593mz/2.57min,,214567.015625,142275.453125,250659.40625,,,,,,,233670.46875,,,,,,215700.0,,137992.03125,,193085.28125,,,289719.53125,387432.375,162411.28125,414749.96875
337/395.2159mz/2.58min,287386.125,456923.375,444795.90625,949157.5,407044.03125,637593.4375,1343715.5,298211.5,575839.6875,504743.21875,311171.125,555413.875,1675052.375,357589.15625,1791138.375,697972.9375,364131.28125,,468220.875,483931.5625,324920.0,169658.890625,1879764.375,267233.03125,,,
339/327.1559mz/2.62min,214534.1875,273817.875,146277.203125,,243687.34375,298619.71875,,,306775.25,477354.6875,244769.296875,235258.484375,,258502.75,,253620.171875,276061.0,,245464.296875,254443.21875,275946.125,171526.46875,,,,,
349/888.4700mz/2.74min,,,,,,,260077.984375,,,,,,,,320826.5,,,,,,,,,165210.3125,,,
352/621.2172mz/2.77min,,,,,,,286579.90625,11947.5263671875,,,,,,,,,,,,,,,78166.171875,182664.96875,,,
357/366.2031mz/2.79min,212311.265625,,,,,,,402405.65625,,,,,,,,,,,,,,,,,,,
358/Loliolide [IIN-based: Match]/197.1176mz/2.80min,,,,,,,,,,,210796.046875,,148828.640625,198941.375,,,193036.703125,,,,212135.890625,125596.953125,157786.875,407500.15625,963628.125,,1167628.75
364/459.2613mz/2.86min,,1346779.25,838208.5,,,1346991.375,2313600.25,,924708.4375,,,799196.3125,,,,1009451.375,530573.125,,884941.75,763233.5625,455272.125,,,,,,
367/1325.6965mz/2.87min,,,,,,,,,,,,,,,473899.5625,,,,,,,,,183555.28125,,,
369/682.3262mz/2.87min,,,,,,,,,,,,,,,608295.1875,,,,,,,,,253316.359375,,,
370/455.2197mz/2.87min,,,,,,,233188.296875,,,,,,,,633200.9375,,,,,,,,,275382.21875,,,
371/674.3423mz/2.87min,,,,,,,332043.625,,,,,,,,889550.5,,,,,,,,,411154.96875,,,
372/663.3518mz/2.88min,,,,1933911.0,,,3541624.25,,,,,,,,8418992.0,,,,,,,,,4361947.5,,,
373/130.1229mz/2.88min,,,,,,,,,,,,125296.1875,,,,,,,,,,,,,498231.40625,,654729.75
377/Spectral Match to Phe-Pro from NIST14/245.1287mz/2.88min,292273.5,,95242.5859375,379066.1875,119517.2265625,,,185655.703125,,,,,151558.875,,,142421.03125,,,,,,,172261.515625,,,,
379/361.1405mz/2.89min,,,,,,,,,,197129.21875,,,,107388.1171875,,107930.9296875,,,,,,,103404.8203125,,222964.859375,,181914.234375
383/567.4323mz/2.93min,,,,,,,,,,,,,,,,,,1066463.375,,,,,,,,1040751.8125,
"384/""2-(hydroxymethyl)-6-[5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol""/540.2451mz/2.93min",,,,,,,,,,,,,,,426121.25,,,,,,,,,459211.28125,,,
385/331.1547mz/2.94min,,191439.484375,,,,210448.46875,589063.9375,,,,,,,,786692.875,,,,214004.09375,,,,,634414.9375,,,
386/249.1124mz/2.94min,1530715.25,1370895.5,948069.0625,1734728.125,1329028.875,1280505.125,,949758.0,997631.25,1534045.625,1419509.5,977065.1875,818272.0625,1344903.5,,1133403.5,1620362.0,726302.25,914561.75,823827.4375,1770327.125,1641869.375,737120.4375,1421029.125,3395666.0,1017473.8125,4746667.5
387/591.2066mz/2.95min,,192236.15625,186586.078125,,242169.75,212106.71875,500354.0,,,,,,,186210.625,,172764.46875,,,162573.703125,,,131005.4765625,160557.1875,,,110947.5625,
388/564.3602mz/2.96min,422267.28125,261443.734375,344302.8125,439755.15625,333279.4375,,1068595.75,,285311.75,,,,464863.625,,238642.6875,,448745.21875,355777.0625,,304193.28125,475984.0,,,1130925.625,2917311.25,331781.46875,3036339.0
400/227.1756mz/3.03min,1361254.75,1721803.75,3489245.5,3851444.0,1859235.875,3044911.0,9332301.0,3235844.5,3099747.25,2483157.0,1693929.625,3031951.25,7472369.0,1732830.75,6540082.5,3435940.0,1581990.0,,3346357.75,3083739.5,1735580.75,1746385.5,9065162.0,8236130.0,4386980.0,,5120412.0
402/453.3441mz/3.03min,2.4303186E7,2.9947144E7,4.2538524E7,5.4751036E7,3.179244E7,4.3841708E7,8.5001728E7,4.1905808E7,3.8858872E7,4.4180556E7,2.9976908E7,4.1343128E7,7.6362936E7,2.8513624E7,7.326404E7,4.4621568E7,2.6965872E7,1.9793442E7,5.0911368E7,4.0053528E7,3.0416722E7,3.1737584E7,8.4707664E7,8.0167592E7,5.7463576E7,1.9573978E7,5.9262528E7
405/475.3260mz/3.04min,1.5417045E7,1.5877832E7,2.2139468E7,2.4355042E7,1.9958618E7,2.3251218E7,2.5992496E7,2.4695228E7,2.046042E7,2.1517718E7,1.8160552E7,2.1911066E7,3.1525068E7,1.8049808E7,3.0944792E7,2.3639062E7,1.637511E7,1.3675855E7,2.3859628E7,1.8343334E7,1.5312451E7,1.9582534E7,3.2052266E7,2.119238E7,2.6877362E7,1.2135795E7,2.7721494E7
407/498.4022mz/3.04min,,,,,,,,,,,,,,,,,,1379769.625,,,,,,,,486424.375,
416/477.3324mz/3.10min,,,,,,,,,,,,,,,525761.375,,,,,215594.078125,,,,,,,
418/361.1653mz/3.12min,,176846.28125,,,155879.359375,,,,,,,,,,423102.96875,,,,,,,,,,,,
425/263.0918mz/3.16min,,,,,,,,,,,,,,,,,,,,,,,,,665471.375,,728856.25
429/209.0811mz/3.20min,236373.21875,191117.234375,,343634.78125,245269.96875,189512.546875,,,155398.46875,245673.859375,175936.484375,,199130.15625,168101.15625,217423.9375,165808.3125,,,,,,,,,,,
430/621.2166mz/3.20min,419729.71875,407412.15625,342930.34375,503996.75,440208.59375,401129.03125,283111.25,282019.15625,299406.78125,380935.71875,407638.25,265886.90625,340269.40625,370780.75,399577.21875,359709.28125,315465.34375,262190.53125,356654.46875,369668.90625,277744.21875,337917.21875,342796.90625,,,271583.625,
432/553.3355mz/3.21min,,,,,,,302406.6875,,1053340.375,,,,,,,,,,,969858.0625,,,,,,,
435/521.2619mz/3.24min,,,,,,,517157.90625,,,,,,,,549991.6875,,,,,,,,,544679.375,,,
436/613.3420mz/3.26min,,,,,,,,,,,,,,,,,,,,,,,,,410632.25,,389376.15625
444/608.3867mz/3.27min,187826.265625,120290.65625,182509.265625,232573.125,129539.8828125,127291.1640625,1134300.5,,,168069.421875,,156970.765625,264197.5,,205369.453125,156263.21875,296175.46875,209007.953125,146088.375,,258879.03125,183051.15625,265825.03125,984224.0,2332340.0,206541.78125,2135578.5
448/591.2066mz/3.29min,,,192117.53125,285620.75,215504.9375,158946.96875,,,175789.375,,220756.921875,141726.609375,216776.25,191192.46875,271322.40625,198996.90625,,,156880.90625,164603.546875,,,156254.6875,,,,
454/345.1339mz/3.32min,,,,,,,,,,,,,,,,,,,,,,,,,490087.71875,,556933.125
455/415.1370mz/3.32min,,,,,,,,,,,,,,,,,,,,,,,,,370216.53125,,413170.0625
456/327.1233mz/3.33min,,,,,,,,,,,,,,,,,,,,,,,,205120.515625,572046.25,,658243.9375
459/741.3947mz/3.35min,,,,,,,,,782238.9375,,,286451.78125,,,,,,,,,,,,,,,
461/610.3132mz/3.36min,,,,,,,226428.015625,,,,,,,,227057.25,,,,,,,,,,,,
463/1197.6397mz/3.36min,,,,,,,467212.84375,,,,,,,,540955.0625,,,,,,,,,282281.5625,,,
464/599.3233mz/3.37min,,,,361394.0625,,,1827979.75,,,,,,,,1897766.125,,,,,,,,,1084019.875,,,
467/455.3505mz/3.38min,,,,,,72694.890625,,,522530.65625,,,,,,,,,,,,,,,,,,
470/464.2407mz/3.41min,,,,,,,,,,,,,,,544266.25,,,,,,,,,400985.8125,,,
471/566.4287mz/3.41min,6445474.5,6187762.5,6028084.0,6256370.0,6499668.0,5374791.5,4546102.5,5714454.0,5579909.5,5794475.0,7294452.0,6780993.0,5129579.5,6170690.0,4793033.5,6305110.5,7653672.5,7882487.5,5458971.5,6371664.5,6140689.0,6295421.0,5931556.0,6027478.5,5360170.0,6561563.0,5562458.5
472/283.7178mz/3.41min,1142662.0,1273460.25,1522797.5,1042361.6875,1097879.0,1282323.75,1026180.9375,1885747.0,1460576.75,1237119.25,1513825.875,1525290.0,1127351.875,1542608.875,876131.5,1465636.0,1162021.625,1956758.75,1426617.375,1362008.25,1510026.25,1171397.25,1238083.875,1055713.875,960127.5,1696825.125,869752.8125
473/588.4111mz/3.41min,4190667.0,4041213.25,4456093.0,4203567.5,3562671.5,4055830.5,2396947.25,3558951.75,4037546.75,3838804.25,4820037.0,4386282.5,2889437.0,4166264.75,3071254.5,3969606.75,5184028.5,4388960.0,3937356.0,3770122.25,4488615.0,3843911.0,3293369.0,3416940.5,3179910.5,4355445.5,3163989.0
475/477.1399mz/3.43min,404806.375,442081.90625,,571755.3125,386886.625,339309.90625,456489.46875,,,582815.25,388062.0625,,252176.546875,350845.71875,601249.9375,,396769.40625,,,,396158.90625,358861.0625,,599475.3125,473482.875,,457896.25
480/617.8205mz/3.46min,,,,,,,,,,,,258742.6875,,,,,,,271252.4375,,,,,,,,
483/388.2388mz/3.48min,163435.8125,,,,,,,312008.71875,,,,,,,,,,,,,,,,,,,
485/959.9390mz/3.49min,,,,,,,321120.21875,,,,,,,,544708.875,,,,,,,,,,,,
486/657.3679mz/3.50min,,,,,,,,,,,,,,,,,,,,,,,,,257484.9375,,214031.328125
487/318.1964mz/3.51min,,,,,,,278452.25,,,,,,,,,,,,,,,,,,443286.84375,,317325.125
488/326.7098mz/3.51min,,,,,,,,,,,,,,,,,,,,,,,,,208779.453125,,161260.0
489/652.4123mz/3.51min,,,,,,,1154227.75,,,,,,,,,,,,,,,,,402730.9375,1648014.625,,1230121.875
490/523.2561mz/3.51min,,,,,,,643976.25,,,,,,,,507647.65625,,,,,,,,,,,,
495/763.4113mz/3.55min,,,,,,,,,,,,,,,428207.40625,,,,,,,,,171158.96875,,,
497/552.3293mz/3.60min,,,374220.25,,,,,,,,,267483.28125,,,,604920.1875,,,204289.359375,208683.8125,,152473.875,,,,,
501/558.3295mz/3.64min,,,,,,,454117.09375,,2640904.0,,,,,,,,,,,2364489.25,,,,,,,
509/588.4110mz/3.67min,,3604328.5,,,,,,,,,,,4050887.75,,,,,,,,,,3971369.25,,,,
512/1079.6107mz/3.68min,,,,,,,578851.375,,,,,,,,1193254.625,,,,,,,,,863295.375,,,
513/540.3091mz/3.69min,,,,,,,1101847.5,,,,,,,,2146898.5,,,,,,,,,1480578.5,,,
514/405.8071mz/3.69min,,,,,,,,,,,,,125373.125,147300.0625,,,,193179.1875,,,,,,,,,
517/340.2107mz/3.70min,,,,,,,742207.5,,,,,,,,,,,,,,,,,,872816.25,,446691.53125
518/696.4387mz/3.70min,,,,,,,1056294.25,,,,,,,,,,,,,,,,,,1352839.375,,701807.9375
519/348.7230mz/3.70min,,,,,,,613869.125,,,,,,,,,,,,,,,,,,745763.5625,,379594.25
521/423.2020mz/3.74min,,,,,,,,,,,,,,,,,,,,,,,,,407370.0625,,542620.625
522/440.2288mz/3.74min,,,,,,,,,,,,,,,,,,,,,,,,,793164.875,,1004871.1875
523/445.1842mz/3.74min,,,,,,,,,,,,,,,,,,,,,,,,,680639.375,,861394.8125
524/405.1912mz/3.74min,,,,,,,,,,,279323.65625,,267814.5625,,,,,,,,466050.25,386346.65625,,768615.3125,1865950.125,160650.296875,2280908.5
525/703.5006mz/3.80min,,,,,538572.0625,,,,115504.2109375,,,,,,,,,,,,,,,,,,
533/721.8733mz/3.80min,,,,,,,,,,,,,,,483908.59375,,,,,,,,,236231.34375,,,
536/653.1717mz/3.84min,1271597.375,1321227.375,,1744141.0,1251215.75,942235.6875,1997716.875,838379.9375,623232.5,1702107.375,1047326.75,486956.6875,1311775.0,1024285.625,1940559.625,654071.1875,1563080.375,,493152.34375,505651.875,1447090.0,1283190.875,1209895.375,2452413.75,1693110.625,547033.125,1615542.625
539/740.4648mz/3.87min,,,,,,,,,,,,,,,,,,,,,,,,,1175696.25,,509164.96875
540/370.7360mz/3.87min,,,,,,,1739320.25,,,,,,,,,,,,,,,,,,1609130.625,,681119.375
541/362.2226mz/3.87min,,,,,,,,,,,,,,,,,,,,,,,,,951603.875,,358196.3125
544/703.5007mz/3.89min,,,,,,,,,,,,75006.984375,,,722276.0,639290.625,,3163188.75,,,,,,,829777.125,,
545/409.2313mz/3.90min,,,247837.375,686364.5625,,393306.1875,1228721.0,372493.3125,,402263.0625,,268666.1875,979972.875,,944856.25,373296.9375,,,,,,,1157836.875,1725790.25,909285.1875,,1134666.0
546/387.2494mz/3.90min,4436422.0,5100139.0,5197812.0,6917498.0,4850811.5,6299933.5,1.0541409E7,6080319.0,5628357.5,4875819.5,4613303.5,4875346.5,9459794.0,5625335.0,8712787.0,6496429.5,5007173.5,4161595.75,5077471.5,6048276.5,4380884.0,5167934.5,1.0404503E7,1.1543698E7,8325550.5,4571863.0,8920298.0
551/351.2488mz/3.93min,,1721254.0,,,,1471743.125,,,,,1981943.25,73490.2109375,,2269445.5,,277895.3125,,3172971.25,,2487904.0,1769810.5,,1329584.0,,,2565148.25,289762.125
553/340.7611mz/3.94min,,,,,,,,,,,2.705487E7,,,,,,,,,,2.7650374E7,,,,,,
555/340.2598mz/3.94min,,,7.207676E7,6.70246E7,,6.1706948E7,,,,6.080758E7,6.4232028E7,,6.6403636E7,6.5413596E7,,,,7.1182504E7,6.8021856E7,6.6361968E7,,,6.2348696E7,6.1275376E7,5.9910904E7,,5.736048E7
